answer_content,answer_id,answer_voted,question_id,user_id,user_agrees,user_edu,user_exp,user_followed,user_helped,user_interest,user_intro,user_recommends,user_saved,user_specialty,user_thanks,question_tags,question_content
"A half hour A certain amount of bleeding is to be expected following surgery. Slight bleeding, oozing, or redness in the saliva is very common. Excessive bleeding may be controlled by placing a gauze pad over the area and biting firmly for thirty minutes. Repeat as needed until bleeding is stopped. Take care.",1876488,0,1399250,12515014,"34,173","UCLA School of Dentistry, CA",31years,"[7569692, 12838194, 7553169, 7401832, 11080084, 10538896, 10056546, 11193644, 10073610, 10003512, 7430770, 10056744, 10000610, 11092579, 10057041, 11642873, 11682263, 11827603, 10014441, 10523999]","23,996,936","[TMJ syndrome, Sleep apnea, Facial pain, Trigeminal neuralgia, Headache disorders]","Dr. Paul Grin has accumulated extensive knowledge and experience throughout over 30 years of his practice in managing complicated cases. He is a board certified Orofacial Pain doctor, a Fellow of American Academy of Orofacial Pain, holds a Master’s degree in Public Health.","[I am grateful to Dr.Grin for educating not only myself, but all of us here at HealthTap about pain management, AND, moreover, I am grateful to him for his openness to the effects of psychotherapy. I have encountered many pain practitioners who devalue therapy as being unneeded, and that medication solves everything. No so for Dr. Grin, and I am relieved he is more forward thinking & collaborative!, What a great guy, excellent physician, wonderful colleague and all around genius in the area of pain as well in a surprising range of other areas.  I learn from him every day and have recommended that my own daughter read his information to help sort out her TMJ.  He does not hesitate to tackle any question and returns clear explanations of the most complex issues seasoned with true compassion., Dr. Grin is a wonderful colleague and physician. He is knowledgeable in multiple areas not only in the scope of pain management. His genuine compassion is evident not only in the way he cares for patients, but for the community of physicians here on HealthTap as well. We are all lucky to have him share his wisdom with us!, I am endorsing Dr. Grin. He is providing an excellent service to the public on Healthtap. The medical information  Dr Grin provides is accurate & understandable. Dr. Grin is clearly very knowledgeable about pain management and medicine in general., Have been reading Dr. Grin's responses and have been impressed with his lucid explanations of issues that are difficult to explain to non-medical personnel. He is thorough, concise, and provides excellent advice., I highly endorse Dr. Paul Grin as a HealthTap and HealthTap Prime as an expert. His commentaries and clinical insights are astute and educational to both patients and physicians. He is an asset to our community.]",79,Pain Management,"5,306","[Wisdom tooth extraction, Tooth extraction]",How long is bleeding normal after wisdom tooth extraction?
Possibly You have developed gout. It can happen to anyone. You need to go to the doc for an eval for proper diagnosis and treatment. Hopefully it's not an infection brewing,1882087,1,1402291,10014088,"15,830","Medical College of Wisconsin, WI",23years,"[11080084, 10538896, 10003512, 10057041, 11682263, 12324491, 11946059, 10523999, 11889558, 10000408, 10051802, 10049991, 10007158, 11447928, 11755506, 10013299, 11045923, 11048549, 10056456, 10014428]","66,506,589","[Sleep, Female Health, Acne, Diabetes, Cancer, Depression, Child Diabetes, Facial pimples, Losing Weight, Asthma, Diabetes risks, Cerebral apoplexy, Laparoscopic surgery, Sleep disorders, Foul taste in mouth, Feeling anxious, Drowsiness, Fever, Weight loss program, Internal Medicine and Pediatrics]","I was a Clinical Pharmacist, mostly in Infectious Diseases and Nutritional Support in Hospital ICUs for about 20 years prior to going to Medical School at Medical College of Wisconsin. I also completed my Internship and Residency at The Affiliated Hospitals of the Medical College of Wisconsin in Internal Medicine/Pediatrics, and served as Chief Resident during my final year. I am a Board Certified Fellow in Both Internal Medicine and Pediatrics and love giving quality, compassionate care to my patients in both specialties. I am also close to Board Certification in Cosmetic Medicine. I enjoy going on Mission Trips to Central America and have learned Spanish doing so and serve the Spanish population in my area. Most all areas of medicine interest me. I have recently board certified in Addiction Medicine","[Dr.Davis comes to HT with unique medical training background and unique skills, and with that comes her unique answers and insights here on this forum. She is a competent, dedicated, compassionate physician and it's truly a pleasure to recommend her, Dr. Davis is a very knowledgeable, hardworking physician. She provides helpful, practical responses to all kinds of questions in adult and pediatric medicine.  I'm glad to have her as a HealthTap colleague, and highly recommend her., Dr Davis has shown a level of caring and straight-forward communication that is rare in doctors today.  She is a genuine individual with an obvious dedication to her patients.  She has my highest recommendation !, Dr. Davis is very smart and give great advice.  Her background as a clinical pharmacist certainly enhances her understanding of complex medical conditions and treatments.  She has my highest recommendation!, Dr. Davis is an extremely knowledgeable and caring physician and I continue to learn from reading her answers. She is an asset to her patients and the Healthtap community., A concise answer, compassion and experience is what you will get when Dr Davis answers one of your questions.  Such a great value to the HealthTap community!]",58,Internal Medicine,"5,177","[Diabetes, Diabetes type 2, Neuropathy, Nerve damage, Running, Sugar]",I have Diabetes. My blood sugars run around 200. I have neuropathy in my feet but all of a sudden my big toe is just throbbing from the joint up. Why?
"See your doc Be vigilant, as you may be experiencing some blood flow issues in your foot, but this could also represent focal digital nerve involvement also, or even early infection. Contact your doctor and see tomorrow, at latest. Regarding diabetic neuropathy, have found great benefit with combination of Lyrica and MetanX. Might discuss this also.",1882099,0,1402291,10014219,"23,228",Johns Hopkins University School of Medicine,47years,"[11080084, 10073610, 11387377, 10070856, 10002907, 10057041, 12229824, 11682263, 12324491, 11195338, 10058367, 11827603, 12708434, 10523999, 11125605, 11889558, 10005209, 10000408, 10049935, 10064692]","51,233,351","[Multiple sclerosis, Headache, Migraine, Numbness, Stroke, Cerebral vascular accident, Neuropathy, Dizziness, Migraine headaches, Seizure, Sleep, Tingling, Alzheimer's disease, Memory, Dementia, Exercise more, Weakness, Thoracic outlet syndrome, Memory loss, Dementia with Lewy bodies]","Born and grew up in Vermont. Went to medical school in Baltimore, and did internship at Georgetown in Washington, followed by military service, and resumption of training in Los Angeles. I have a small solo private practice and teach throughout the Western United States, mainly in the area of Multiple Sclerosis. Do research with newer MS drugs, and network closely with the Univ of Colorado MS Clinic. Do highly sophisticated electromyography with newer techniques which are described in Surgical textbooks, and a textbook in press, soon to be released. (Thoracic Outlet Syndrome and other disorders of the brachial plexus). Also, focus on alternative medicines and medical foods.","[I find Dr. Machanic to be a distinguished, caring, compassionate, and dedicated neurologist specializing in such difficult, complex cases. I feel lucky to know him thru the HealthTap network, as he has helped so many patients. I am glad to meet him, and hope to continue our professional dialogue together, and learn from his vast knowledge base. Excellent advice given!, Dr. Machanic is a phenomenal asset to HealthTap. His recommendations are spot-on and his years of experience certainly shines through. I even find myself learning from his knowledge in the field of Neurology. Thanks for your contribution!, Dr. Machanic represents one of the most accomplished professionals in our network at Healthtap.com His answers are extremely valuable for users and professionals equally, and his opinion is regarded with admiration to his excellence., I have the pleasure of knowing Dr Machanic professionally and personally. He is a caring physician, a wellspring of knowledge, and a funny guy! He provides valuable wisdom, information and perspective in the neurology community., Dr. Bennett Machanic is a highly trained and expert Neurologist who gives very good expert clinical opinions. I highly recommend Dr. Machanic to anyone who is seeking a consultation with a Neurologist. Thank you Dr. Machanic., Dr. Machanic provided a thoughtful response to a curbside consult on CIDP.  His willingness to help out with a clinical question is very much appreciated. Thank you, Dr. Machanic!]",90,Neurology,"8,613","[Diabetes, Diabetes type 2, Neuropathy, Nerve damage, Running, Sugar]",I have Diabetes. My blood sugars run around 200. I have neuropathy in my feet but all of a sudden my big toe is just throbbing from the joint up. Why?
Poorly controlled DM Neuropathy. Also possibility of acute gouty arthritis,1882095,0,1402291,11775371,"13,016","Lyceum Northwestern, Dr. Francisco Q. Duque Medical Foundation, Philippines",25years,"[7569692, 7553169, 7401832, 11080084, 10073610, 10003512, 7430770, 10056744, 10057041, 11682263, 11827603, 10523999, 11889558, 10010426, 10051802, 10040212, 7742792, 11395347, 10007158, 10013299]","19,824,361","[Diabetes, Human immunodeficiency virus, Constipation, Asthma, Suboxone, Hyperlipidemia, Weight loss program]","My name is Jovita Anyanwu married with three children, received my medical education from Lyceum Northwestern and completed residency in Primary care internal medicine from John Stroger Hospital Chicago. I believe in comprehensive approach to medical health and have practiced in both state and private general medicine. I enjoy playing soccer","[I do recommend Dr. Anyanwu with no reservation  to anyone seeking for a caring, comprehensive care from his specialty because I have been impressed with his pointed answers to inquiry with knowledge, wit, and kindness.

So, see him whenever you may need his service.

(James) Chin-Ti Lin
www.formefirst.com, Dr. Jovita Anyanwu is an excellent diagnostician and a caring physician.  This is evident in her clear, concise, and knowledgeable patient responses.  Her tip tap contributions are also very informative.  I am pleased to serve with Dr. Anyanwu as a colleague on healthtap., Dr. Anyanwu has been an excellent addition to the Healthtap team. Her answers show experienced clinical judgment and are clear and to the point. I recommend her without reservation. D. Jacobson, MD, Dr Anyanwu has consistently shown thoughtful and useful advise to patients in his interactions. He is an expert in his field. 

I highly recommend him for your health care needs !, I recommend Dr. Anyanwu. I look forward to reading the information she shares on Healthtap. She provides accurate, clear & compassionate responses. I endorse Dr. Anyanwu., Patient with all his answers despite questions that may seem trivial and unnecessary. Knowledgeable and kind in his replies to all questions. Thank You Dr. Jovita.]",58,Internal Medicine,"3,152","[Diabetes, Diabetes type 2, Neuropathy, Nerve damage, Running, Sugar]",I have Diabetes. My blood sugars run around 200. I have neuropathy in my feet but all of a sudden my big toe is just throbbing from the joint up. Why?
See a neurologist The symptoms you described is a serious medical condition that needs to be addressed by a neurologist. An additional referral to rheumathologist is also warranted. Take care.,1889004,3,1404653,12515014,"34,173","UCLA School of Dentistry, CA",31years,"[7569692, 12838194, 7553169, 7401832, 11080084, 10538896, 10056546, 11193644, 10073610, 10003512, 7430770, 10056744, 10000610, 11092579, 10057041, 11642873, 11682263, 11827603, 10014441, 10523999]","23,996,936","[TMJ syndrome, Sleep apnea, Facial pain, Trigeminal neuralgia, Headache disorders]","Dr. Paul Grin has accumulated extensive knowledge and experience throughout over 30 years of his practice in managing complicated cases. He is a board certified Orofacial Pain doctor, a Fellow of American Academy of Orofacial Pain, holds a Master’s degree in Public Health.","[I am grateful to Dr.Grin for educating not only myself, but all of us here at HealthTap about pain management, AND, moreover, I am grateful to him for his openness to the effects of psychotherapy. I have encountered many pain practitioners who devalue therapy as being unneeded, and that medication solves everything. No so for Dr. Grin, and I am relieved he is more forward thinking & collaborative!, What a great guy, excellent physician, wonderful colleague and all around genius in the area of pain as well in a surprising range of other areas.  I learn from him every day and have recommended that my own daughter read his information to help sort out her TMJ.  He does not hesitate to tackle any question and returns clear explanations of the most complex issues seasoned with true compassion., Dr. Grin is a wonderful colleague and physician. He is knowledgeable in multiple areas not only in the scope of pain management. His genuine compassion is evident not only in the way he cares for patients, but for the community of physicians here on HealthTap as well. We are all lucky to have him share his wisdom with us!, I am endorsing Dr. Grin. He is providing an excellent service to the public on Healthtap. The medical information  Dr Grin provides is accurate & understandable. Dr. Grin is clearly very knowledgeable about pain management and medicine in general., Have been reading Dr. Grin's responses and have been impressed with his lucid explanations of issues that are difficult to explain to non-medical personnel. He is thorough, concise, and provides excellent advice., I highly endorse Dr. Paul Grin as a HealthTap and HealthTap Prime as an expert. His commentaries and clinical insights are astute and educational to both patients and physicians. He is an asset to our community.]",79,Pain Management,"5,306","[Dry mouth, Dizziness, Nausea, Painful joints, Migraine headaches, Burning mouth syndrome, Lethargy, Migraine, Salivary gland, Vertigo]","Suffering from migraine, palinopsia, vertigo, nausea, painful joints, fatigue, dry mouth with burning tongue, swollen salivary glands and throat.help ?"
Multiple symptoms This is probably not of dental origins Have an Ear nose throat doctor evaluate your signs. They can best plan a treatment regimen.,1887994,2,1404653,20528512,515,"Georgetown University School of Dentistry Georgetown University School of Medicine, DC",41years,"[11195338, 12324491, 10053027, 10009095, 11183703, 10002907, 10011913, 11183952, 12456431, 10011426, 12515014, 11185705, 11168702, 26122730]","561,971","[Bone graft, Dental Implants]","BA from University of Connecticut 1970 in Biological SciencesDDS from Georgetown University School of Dentistry 1974Staff Dental Officer Naval Hospital Long Beach 1981-1984US Navy Fellow in General Dentistry residency 1year 1985Masters Business National University 1987Fellow Academy of General Dentistry 1987Fellow International College Oral Implantology 2007Board Eligible American Academy of Implant Dentistry 2011Masters in the Academy of General Dentistry 2012Hobbies Skiing, Hiking, Mountain Climbing( HighPointersClub@32)Publications General Dentistry, 1987 1989Navy Medicine 1990, 1991","[Dr. Devin is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Devin is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",3,Dentistry,241,"[Dry mouth, Dizziness, Nausea, Painful joints, Migraine headaches, Burning mouth syndrome, Lethargy, Migraine, Salivary gland, Vertigo]","Suffering from migraine, palinopsia, vertigo, nausea, painful joints, fatigue, dry mouth with burning tongue, swollen salivary glands and throat.help ?"
Office visit I recommend that you see you own physician for a complete and thorough exam and evaluation. You should also see your own dentist for an exam and x-rays. Together they should be able to resolve these issues. When was you last medical and dental check-up?,1888006,0,1404653,11183952,"17,424","New York University College of Dentistry City University of New York, Brooklyn College",49years,"[11080084, 10019047, 12111326, 11946103, 11447928, 11050720, 10073610, 10014830, 12770019, 11387377, 12653404, 11089577, 11204938, 10004464, 10005496, 10526410, 10530715, 10014344, 10532678, 11682263]","33,668,915","[Dentistry, Dental Health, Dental care, Child Health, Dental Implants, Gum Disease, Cosmetic dentistry, Managing Teething]","My biggest pleasures in the office are having fun with my young patients and those special relationships I've formed with many of my long time patients. Converting my patient's fears into a sense of comfort and trust has to be a close second. Finally, seeing my dentistry hold up for decades is one of my greatest rewards. Gaining the respect and trust of both my patients and colleagues alike, tells me that I've proven my expertise both personally and professionally.","[I endorse this dentist. I have had the privilege and pleasure of knowing Dr. Sandler for close to 20 years. My experiences of working with him have been always positive. Patient feedback is always exceptional and patients expectations have been met and exceeded. He is a kind, caring and compassionate man who seeks perfection in his work. Dr. Sandler is constantly being educated with the newest knowledge and techniques in his field., I have followed Dr. Sandler's comments to patients and practitioners alike for several months. His answers to patients are caring, thorough, and obviously fully researched. HIs advice to practioners is spot on--a trusted and erudite member of the dental community. It is a privilege to include him in my network of health care providers and resources., Dr. Sandler provides excellent advice to patients and peers. His advice is consistent with a high standard of care. His answers to questions on this site are well thought out and consistent with the kind of care I expect in a true dental professional. It is my pleasure to endorse him., Dr. Sandler is that one of a kind of professional that unfortunately is sometimes hard to find.  His expertise and professionalism is outstanding and seems to only follow his heart and compassion for patients.  I am proud to have met Dr. Sandler and I can not recommend him enough., I have been impressed by Dr. Sandler's professionalism.  He responds with care and passion and often goes beyond the call of duty in providing useful information in his answers.  I consider his patients to be lucky to have him as their dentist I endorse him without reservations., I know Dr. Sandler from the avvo community and I have experienced his commitment to his patients and dentistry. It's rare to find someone who makes an active effort to improve the field and it is from this that I am confident that Dr. sandler will not disappoint.]",44,Dentistry,"5,625","[Dry mouth, Dizziness, Nausea, Painful joints, Migraine headaches, Burning mouth syndrome, Lethargy, Migraine, Salivary gland, Vertigo]","Suffering from migraine, palinopsia, vertigo, nausea, painful joints, fatigue, dry mouth with burning tongue, swollen salivary glands and throat.help ?"
No These nerve blocks can last for a few days on occasion. It may actually be saving you a lot of agony at the moment. You should start to regain sensation and pain in the next 24 hours.,1887515,4,1405327,12685990,101,"null Rosalind Franklin University - Chicago Medical School, IL",5years,"[12770019, 12735463]","71,140",,,"[Dr. Ramirez is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Ramirez is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",1,Emergency Medicine,49,"[Tennis elbow, Numbness, Surgery, Nerve block, Nerve]","Had tennis elbow and cubital tunnel surgery this morning about 9a with nerve block, my arm is just as numb as when i left center,  should i be concern?"
No the block can last 24 to 36 hrs,2096121,3,1405327,12647627,706,"New York Medical College, NY",30years,"[12593954, 12647755, 11045955, 10537156, 11202441, 7607740, 7372296, 7404916, 7035842, 7780868, 7798068, 7589591, 7766901, 7054214, 7168076, 7560720, 7348748, 7536904, 7190826, 11188520]","295,820","[Anesthesia, Cardiac bypass]",,"[Dr. Pollizzi is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Pollizzi is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",2,Anesthesiology,59,"[Tennis elbow, Numbness, Surgery, Nerve block, Nerve]","Had tennis elbow and cubital tunnel surgery this morning about 9a with nerve block, my arm is just as numb as when i left center,  should i be concern?"
"More time needed Trauma to the nerve and elbow from the surgery. ..nerve block and other related medical procedures has occurred. Your elbow will continue to feel numb for a while. Inflammatory tissue seems to promote this ""funny"" feeling. Give it a three to five days for the numbness to go away...call your PMD if it has not improved w/in a week or so.",1893014,1,1405327,12697894,268,"null Autonomous University of Guadalajara Faculty of Medicine, Mexico",39years,"[12770019, 10010580, 10002956, 12653432, 10532317, 10007201, 12647808, 12515330, 12773217, 11850852, 12443428, 11196092]","79,815",,,"[Dr. Teller is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Teller is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",,Anesthesiology,56,"[Tennis elbow, Numbness, Surgery, Nerve block, Nerve]","Had tennis elbow and cubital tunnel surgery this morning about 9a with nerve block, my arm is just as numb as when i left center,  should i be concern?"
"If you had A regional block for anesthesia with bupivacaine it can last 7 hours normally, sometimes 12 or even 24 if you have diabetes",1893203,0,1405327,12647569,"1,920","UC Irvine School of Medicine, CA",,"[7742792, 12653404, 10049366, 11499112, 10054675, 12756606, 11194676, 12763938, 11996614, 12456431, 12770740, 11144895, 10010580, 11189779, 12647808, 12666211, 12449491, 10002956, 11146675, 12515330]","1,533,613",,Private pilot,[Excellent physian  whose knowledge and insight will make Dr. Jenkins a most valuable member of the care team for anyone needs his care.],5,Anesthesiology,331,"[Tennis elbow, Numbness, Surgery, Nerve block, Nerve]","Had tennis elbow and cubital tunnel surgery this morning about 9a with nerve block, my arm is just as numb as when i left center,  should i be concern?"
"Pregnancy Those who do not want to get pregnant should make every effort to use some form of birth control each time they have sex. There is no way to diagnose early pregnancy over the internet, so the best way to find out is to take a pregnancy test. Best wishes.",1888152,3,1405839,12726705,"1,279","Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine, MD",17years,"[12448499, 12770019, 12790320, 11168851, 12593911, 11996614, 11144895, 12543305, 12456431, 10532956, 12773217, 12704744, 12821802, 12743272, 12780907, 12724936]","1,331,074",,"Dr. Krulak, MD is trained in Family Medicine, lives in HI, and is a graduate of Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine.","[Dr. Krulak is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Krulak is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Krulak is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",15,Family Medicine,484,"[Abdominal pain, Stomach pain, Stomach cramps, Belly pain, Stomach ache, Sex, Pregnancy, Micturition, Urination, Urine]","4 days late, stomach ache not abdominal cramps, brown discharge only when i pee, had unprotected sex, i dont want to get pregnant?"
"Pregnancy test If you had unprotected sex and you are 4 days late getting your period, you might want to check a pregnancy test at home to rule that out. If you really don't want to get pregnant, I really urge you to be more conscious about using protection when you have sex or some kind of birth control. On the other hand, brown discharge is typically old blood but doesn't rule out a pregnancy. Good luck.",1888148,2,1405839,12684999,"2,308","Kansas City University of Medicine and Biosciences College of Osteopathic Medicine, MO",9years,"[11387377, 10002907, 9209416, 11195338, 12770019, 10052978, 10526410, 10014299, 10003048, 11916444, 11045923, 12743300, 11194676, 10038619, 12709756, 10054675, 11189779, 12756606, 12543305, 12770740]","1,801,589","[Home pregnancy test, Abdominal pain, Ovulation, Sleep, Urinary Tract Infections, Headache, Irregular menstrual periods, Sore throat, Migraine, Allergies, Oral contraceptive, Hoarseness, Migraine headaches, Flu, Testicular ultrasound, Gastrointestinal diseases, Essential hypertension, Mental health and behavior]","I am board certified in Family Medicine and have a passion for treating those with mental health disorders. I also enjoy the variety of diseases and breadth of preventative medicine that my specialty offers. As a mother of a young son, I can relate with and enjoy helping families with children. I'm always up for an adventure or interesting/unusual question, so please feel free to put all your burning inquiries out there!",[Dr. Sieb is a caring physician and expert in family medicine.  A valuable asset to Healthtap and her patients.],13,Family Medicine,864,"[Abdominal pain, Stomach pain, Stomach cramps, Belly pain, Stomach ache, Sex, Pregnancy, Micturition, Urination, Urine]","4 days late, stomach ache not abdominal cramps, brown discharge only when i pee, had unprotected sex, i dont want to get pregnant?"
In our world If one does not want to get pregnant then they either take efforts to prevent pregnancy with numerous physical and chemical options called birth control. Or they take emergency contraception after the encounter. If you did not take these adult moves to prevent pregnancy then they have to test for pregnancy and the react with either plans for adoption or abortion. It is easier to do birth control.,1888177,1,1405839,10532678,"22,537","University of Utah School of Medicine, UT",22years,"[11946179, 12515330, 10049935, 11125605, 11208135, 10000359, 11195338, 10014305, 10057975, 11196657, 12271864, 10038441, 10002907, 11183952, 10064429, 10038868, 10019047, 10000408, 11827603, 10049933]","327,059,582","[Human immunodeficiency virus, Male Health, Sexually transmitted infections, Depression, Losing Weight, Testosterone, Diabetes, AIDS, STD, Addiction, Alcoholism, Men's health, Gay, lesbian and transgender health]","I am a General Practice physician. I truly believe in the primary care and family model. In my practice I ask as many or more questions then I am asked. I like to teach as much as possible. I believe in patients hearing their own answers to their questions. I try to work as a partner with my patients. I try to empower them to know as much as possible about their bodies. I also am specializing in Men's Health issues which include Male Aging, Addiction, Sexuality and STDS. Other areas of my expertise include LGBT medicine and HIV medicine. I have some significant experiences with Hospice care and I advocate for a sane approach to the drug war and teach and write about harm reduction. I feel my work is a calling and I get significant spiritual benefit with mny work. I grew up Mormon in Issaquah, Washington. I am the father of two sons and the grandfather of a newly born baby girl.","[I highly recommend Dr. Killian for his dedication and excellent and straightforward responses on HealthTap. He is clearly very knowledgeable in the area of human sexuality and sexually transmitted diseases as well as in men's health. And excellent addition to the HealthTap team., I see Dr K on line often giving expert and knowledgeable advice from a variety of topics including : Human immunodeficiency virus, Sexually transmitted infections, AIDS, Gay, lesbian and transgender health, Men's health. He is a major contributer to the health tap community., Dr. Killian has a vast amount of knowledge and a great ability to separate the wheat from the chaff in answering questions with clarity and wit. I appreciate learning from him as much as I'm sure the readers do, too., Dr. Killian is informative, clear, compassionate and interesting. I look forward to seeing his replies and comments. I always learn things that are helpful and often thought provoking. A great resource!, Dr. Killian is very knowledgeable and his answers are a great resource to patients here on Health Tap.  I find myself learning a lot from reading his entries., Outstanding and to the point answers and advice. Obviously a very knowledgeable, caring and dedicated doctor.]",537,General Practice,"17,350","[Abdominal pain, Stomach pain, Stomach cramps, Belly pain, Stomach ache, Sex, Pregnancy, Micturition, Urination, Urine]","4 days late, stomach ache not abdominal cramps, brown discharge only when i pee, had unprotected sex, i dont want to get pregnant?"
Guessing Trying to give reasons for all this would be guessing at best. Please see a doctor soon. Good luck.,1890313,6,1407184,12743272,"2,701","Alexandria univ University of Alexandria Faculty of Medicine, Egypt",48years,"[10027677, 12770019, 10013897, 12653404, 10011913, 12448499, 11195338, 11365213, 10005507, 12754694, 11395347, 10000610, 12737568, 10000361, 10011998, 12756606, 11158724, 11183703, 11208135, 10000414]","1,490,987","[Surgery, Kidney Stones, Cancer, BPH, Nephrolithiasis, Enlarged prostate, Urinary bleeding, Blood in urine, Male Health, Benign prostatic hyperplasia, Prostate cancer, Circumcision, Urinary retention, Taking Antibiotics]","After my medical degree from the Faculty of Medicine Alexandria University in Alexandria,Egypt in 1968,I did my internship at the University Medical Center at Princeton,NJ(1969-1970).. I then did a year of general surgery residency at the University of Medicine and Dentistry of New Jersey at Newark,NJ(1970-1971). This was followed by my 3 years of urology residency at the Geisinger Medical Center in Danville,PA(1971-1974). I then practiced urology for 31 years in Palatka,FL where I was on the staff of Putnam Community Medical Center. I am now an Honorary Staff Member.","[Dr. Michaels is a very experienced and knowledgeable colleague. I know that his answers are thoughtful and useful not only to the patients here on HealthTap, but to generalists such as myself who wish to lean more about urology, surgery and medical practice. Clearly I respect  Dr. Micheals' opinion and recommend him highly., I fully recommend Dr. Michaels to anyone needing his help as he seems to care deeply about his field of Urology. Great Physician and Colleague and asset to the community at HealthTap!, I endorse Dr. Michaels. Dr. Michaels is an extremely knowledgeable urologist who willingly  provides healthcare information to the public., Dr. Michaels gives helpful,  caring, and thoughtful answers. I highly recommend him, and thank him for being my colleague on Health Tap., Dr. Michaels is truly a wonderful and compassionate doctor. It's an honor and privilege to be in his network of physicians., Anybody who takes the their personal time to answer questions for patients is fine by me.]",9,Urology,411,"[Abdominal discomfort, Throat pain, Sore throat, Back pain, Abdominal pain, Human immunodeficiency virus, Blood in urine, Belly pain, Hiv, Feces]",Dark or bloody urine And dark stool And sore throat And back pain from the Two sides And abdominal pain And bloody gums after sex HIV syph gono chla n?
See doctor asap to sort out your multitude of symptoms.,1890536,3,1407184,11885554,"16,052","University of Toledo College of Medicine, OH",32years,"[7569692, 7401832, 10038868, 10071091, 11447928, 10056546, 11193644, 11050720, 11126794, 10073610, 10014830, 10052334, 10014441, 12770019, 11387377, 12653404, 10004448, 10013293, 11204938, 10052353]","18,555,109","[Diabetes, Women's health, Hyperlipidemia, hypertension]",family practice and deal with all types of problems,"[I have been impressed with Dr. Minich pointed answers with knowledge, depth, wit, and kindness. So, I highly recommend her to anyone looking for care / service from her specialty without reservation. 

(James) Chin-Ti Lin, M.D., Dr. Minich is a dedicated doctor, who has been actively answering complex medical questions with compassion, and insight. She provides practical and solutions  and recommendations for patients. Great HealthTeam Expert., I highly endorse Dr. Diane Mimich as an expert in her field and as an asset to the HealthTap community of experts. She is knowledgeable, insightful and empathetic. I think that she is an asset  to our physician panel., I have learned a great deal from Dr. Minich here on HealthTap and have learned a great deal from her thoughtful, expert, and helpful answers to her patients. I look forward to learning more from her!, I recommend Dr. Minich. She is providing a valuable service to the public via healthtap. She provides sensible, accurate and respectful input. I endorse Dr. Minich., Dr. Minich is an extremely knowledgeable physician who obviously care greatly for her patients and their health. She is a terrific asset to the Healthtap community!]",56,Family Medicine,"3,086","[Abdominal discomfort, Throat pain, Sore throat, Back pain, Abdominal pain, Human immunodeficiency virus, Blood in urine, Belly pain, Hiv, Feces]",Dark or bloody urine And dark stool And sore throat And back pain from the Two sides And abdominal pain And bloody gums after sex HIV syph gono chla n?
