answer_content,answer_id,answer_voted,question_id,user_id,user_agrees,user_edu,user_exp,user_followed,user_helped,user_interest,user_intro,user_recommends,user_saved,user_specialty,user_thanks,question_tags,question_content
Yes I believe that you can.,1064826,1,127566,10000059,"19,752","University of Pittsburgh School of Medicine, PA",41years,"[11080084, 10056546, 10073610, 10003512, 10000610, 10057041, 10000041, 11682263, 10523999, 11889558, 10010426, 10038441, 10056048, 10049991, 10007158, 11447928, 10009095, 11045923, 10056456, 10000059]","16,960,185","[Vaccinations, Autism, Autism spectrum disorder, ADHD, Immunization, Cough, Asthma, Fever, Croup, Infectious diseases, Behavior problems]","I have been practicing for 35 years in a large group of pediatricians.In addition I am active as Chairman of the Children's Community Pediatrics (CCP) Community Relations Committee, Allegheny County Immunization Coalition Executive Committee, and the Penna. State Immunization Education Program. I am a proud Grandpa and am active in my community as a speaker and educator.","[Dr. Diamond is a very knowledgeable pediatrician with many years of practical experience, which shows in his thoughtful and to-the-point responses., Intelligent, respected expert. Great answers.
Outstanding contributions to Health Tap.
Highly recommend., Dr. Diamond provides thoughtful, helpful, and insightful answers that help all users of this site!, Great answers from an experienced, knowledgeable  pediatrician., Dr. Mark Diamond's answers are clear and helpful for members., Hi Doc:
Great virtual practice!!
Louis Gallia MD, DMD, FACS]",23,Pediatrics,"2,931","[Shingles, Herpes zoster, Chickenpox, Small red bumps, Children]",Can you get shingles if exposed to chicken pox if you already had chicken pox as a child?
"That's one way. Shingles is a localized recurrence of the chickenpox you had as a child. There are probably several triggers capable of reactivating the virus and causing shingles, but one of them is reexposure to chickenpox as an adult, when your antibody level has dropped too low to fight off the new exposure. The shingles vaccine, zostavax, builds your antibody level back up to (hopefully) prevent that.",193521,0,127566,10052353,"8,065","UC San Francisco School of Medicine, CA",38years,"[11447928, 11080084, 12515330, 10049935, 10530701, 11079326, 11125605, 11208135, 10010724, 11196657, 10002907, 10011913, 11188319, 10057041, 10000201, 10000408, 10049933, 10056048, 10006323, 11499250]","12,793,807","[Acne, Psoriasis, Contact dermatitis, Skin cancer, Topical medications and laser treatments]","Dr. Joseph Eastern is Clinical Professor at Seton Hall University and former Clinical Asst. Professor at UMDNJ – New Jersey Medical School. He has practiced dermatology in Belleville, NJ for 33 years. He completed his MD at UC San Francisco School of Medicine, internship at Memorial Hospital Medical Center in Long Beach, CA, and a residency in Dermatology at Baylor College of Medicine in Houston, TX, where he was Chief Resident in his final year and was certified by the American Board of Dermatology the following year. Dr. Eastern originated the Office Efficiency course at the American Academy of Dermatology Annual Meeting, and directed it for many years. He writes monthly columns for Cutis magazine and Skin & Allergy News, and is a 2-time president of the Dermatological Society of NJ.","[I recommend you as a well know expert in your field.
Dr Jakavick would recommend this Dr To all who seek their expertise., Very knowledgeable.  I recommend Dr. Eastern highly., Great answers!  Keep up the great job!, An amazing doctor. Knowledgable, kind]",22,Dermatology,"2,371","[Shingles, Herpes zoster, Chickenpox, Small red bumps, Children]",Can you get shingles if exposed to chicken pox if you already had chicken pox as a child?
Debatable Some say no you cannot activate shingle by coming in contact with live chickenpox. Some however think you do. I don't.,253970,0,127566,10008773,"2,990","Medical College of Wisconsin, WI",35years,"[10005831, 10014592, 11125605, 10000059, 11061343, 10049933, 10052978, 10004448, 10038577, 10056456, 10064692, 10027730, 10004464, 10004724, 10054675, 10070747, 11096612, 10014446, 10054657, 10027656]","1,329,755",[Bacterial infections],"I'm a Pediatrician trained at U T Southwest . Residency at Childrens Medical Center. I have been in private practice for 28 years. My own personal specialties include: Asthma, Learning differences especially ADD and parenting. I am dedicated to keeping children healthey and parents educated and up to date with the information needed to raise their children in this ever changing environment.","[Dr. Bergman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Bergman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",6,Pediatrics,511,"[Shingles, Herpes zoster, Chickenpox, Small red bumps, Children]",Can you get shingles if exposed to chicken pox if you already had chicken pox as a child?
"Herpes Zoster Herpers zoster (shingles) is the re-eruption of the chickenpox virus and is contagious primarily by physical contact with the blistery rash( linear streak on one side of the body) . If there was no direct contact with the rash the chance of illness is not zero but is very, very unlikely. This exposure is not a reason to delay immunization for the varicella vaccine.",194452,1,128192,10000499,327,"Northwestern University Feinberg School of Medicine, IL",44years,"[10014592, 10003690, 11366282, 10006541, 10040508, 12740933]","141,881","[Hepatitis, Colic, Constipation]",,"[Dr. Hieber is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Hieber is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",1,Pediatrics,196,"[Dermatitis, Rash, Skin rash, Herpes zoster, Shingles, Chickenpox, Small red bumps, Vaccinations, Immunization, Varicella vaccine]",My daughter needs the chicken pox vaccine & 1 week ago a friend gave her kiss on cheek but he now knows his rash is shingles. Was she exposed?
"Yes But please remember, you do not catch shingles from a shingles patient. They are shedding the chicken pox virus. The result would be your child catching pox with signs at about 6-10 days.",194451,0,128192,10055459,825,"West Virginia School of Osteopathic Medicine West Virginia School of Osteopathic Medicine, WV",30years,"[10075023, 10007158, 10054675, 10071223, 10536025, 10000397, 20535081, 10011614, 11044882, 11667781, 7566561, 7403171, 7764913, 7098100, 9279260, 10006809, 7029304, 7052444, 7803382, 9297830]","567,700","[Sleep, Exercise, Contraception]",,"[Thank you doc. Thats what i thought. The history is lengthy. Lost my aunt and grandmother to it and my uncle has it.. Thank you again for your help., Dr. Westmoreland is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Westmoreland is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Best doctor I have ever seen]",6,Family Medicine,394,"[Dermatitis, Rash, Skin rash, Herpes zoster, Shingles, Chickenpox, Small red bumps, Vaccinations, Immunization, Varicella vaccine]",My daughter needs the chicken pox vaccine & 1 week ago a friend gave her kiss on cheek but he now knows his rash is shingles. Was she exposed?
Probably not Shingles is not highly contagious as chickenpox is . Usually the virus is in the blisters not spread by mucous droplets..So no your child was probably not exposed. You'll see in 7-14 days and know for sure.,256048,0,128192,10008773,"2,990","Medical College of Wisconsin, WI",35years,"[10005831, 10014592, 11125605, 10000059, 11061343, 10049933, 10052978, 10004448, 10038577, 10056456, 10064692, 10027730, 10004464, 10004724, 10054675, 10070747, 11096612, 10014446, 10054657, 10027656]","1,329,755",[Bacterial infections],"I'm a Pediatrician trained at U T Southwest . Residency at Childrens Medical Center. I have been in private practice for 28 years. My own personal specialties include: Asthma, Learning differences especially ADD and parenting. I am dedicated to keeping children healthey and parents educated and up to date with the information needed to raise their children in this ever changing environment.","[Dr. Bergman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Bergman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",6,Pediatrics,511,"[Dermatitis, Rash, Skin rash, Herpes zoster, Shingles, Chickenpox, Small red bumps, Vaccinations, Immunization, Varicella vaccine]",My daughter needs the chicken pox vaccine & 1 week ago a friend gave her kiss on cheek but he now knows his rash is shingles. Was she exposed?
"Yes Crohns or ulcerative colitis can manifest at any time. Usually, they are associated with diarrhea, abdominal pain and occasionally blood in stool.",196871,4,128372,10002313,"2,365","Washington University School of Medicine, MO",22years,"[11080084, 10005107, 10011913, 10014353, 10071091, 10049933, 10005209, 10526410, 11499250, 10052978, 10014299, 12381652, 12735463, 10003218, 12743300, 11089577, 12673344, 11060227, 10010580, 11194676]","1,019,041","[Colonoscopy, Endoscopy]","I majored in Biology at Harvard University. While in college, I did research in Vitamin D metabolism at the Mass General. I then went to Washington University for medical school. After completing a fellowship in Gastroenterology and Hepatology at Northwestern, I decided to move to New York. After 3 years in an academic practice with Columbia where I did probiotic research, I decided to go into private practice. I currently practice in New York City and am affiliated with NYU Medical Center.","[Thanks for your valuable contributions, excellent doctor]",8,Gastroenterology,969,"[Diarrhea, Abdominal pain, Colitis, Crohn's disease, Blood in stool, Ulcerative colitis, Belly pain, Feces, Biopsy, Colonoscopy]","Had a colonoscopy a year a go, normal apperance, lympcites in biopse, no evidence of uc or chrons. Could I develop these diseases just a year later?"
Yes Yes.,303984,1,128372,10015052,641,"New York Medical College, NY",14years,"[10003512, 10011913, 10038570, 10005209, 11682263, 10004481, 10015321, 12493152, 11574383, 10044299, 11503368, 11828002, 7693883, 7539337, 7723239, 7264388, 7474297, 7283959, 7259475, 7721327]","210,333",[Ulcerative colitis],"Dr. Arie Pelta MD FACS is a board certified Colon & Rectal Surgeon as well as a board certified General Surgeon. He specialized on prevention and treatment of diseases of the colon, rectum, and anus. He has advanced training in endoscopy and laparoscopic minimal invasive surgery.","[Dr. Pelta is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Pelta is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",,Colon and Rectal Surgery,116,"[Diarrhea, Abdominal pain, Colitis, Crohn's disease, Blood in stool, Ulcerative colitis, Belly pain, Feces, Biopsy, Colonoscopy]","Had a colonoscopy a year a go, normal apperance, lympcites in biopse, no evidence of uc or chrons. Could I develop these diseases just a year later?"
Yes absolutely Possible.,196098,0,128372,10014592,"16,115","Ponce School of Medicine, PR",30years,"[11080084, 10005868, 10011107, 10013908, 10038590, 10538896, 10056546, 10038551, 10049331, 10530701, 11089577, 10005496, 10056744, 10000610, 10014428, 10014724, 10002907, 11079326, 10057041, 10011913]","49,858,736","[Diabetes, Losing Weight, Preventive medicine, Erectile dysfunction, Breathlessness]","HealthTappy BORN AND RAISED IN PUERTO RICO, BOARD CERTIFIED INTERNIST IN BOARDMAN, OHIO. BEEN IN PRACTICE SINCE 1989, ADOLESCENTS TO GERIATRICS.","[Very active physician on Healthtap.  Work well with other physicians.  His answers are straightforward and to the point.  Recommended!, Thank you for bringing your caring, knowledgeable experience to the table for all of us to benefit from! Seriously, thank you., Luis is another of many prolific contributors to HealthTap.  I gain new insights every time I read one of his postings., You are doing a great job, Dr. Villaplana!  
Rick Shewbridge, MD
Clevleland Clinic
Medina, Ohio, I recommend this doctor.  Very insightful and I learn something new from these answers, Excellent answers especially endocrinology related questions. Appreciate your efforts]",31,Internal Medicine,"3,811","[Diarrhea, Abdominal pain, Colitis, Crohn's disease, Blood in stool, Ulcerative colitis, Belly pain, Feces, Biopsy, Colonoscopy]","Had a colonoscopy a year a go, normal apperance, lympcites in biopse, no evidence of uc or chrons. Could I develop these diseases just a year later?"
"Yes, this person Should be under the care of a neurologist or neurosurgeon. If not, get this person to an emergency room.",1745515,2,1286292,11824221,"7,380","Boston University School of Medicine, MA Concord Law School",40years,"[10014642, 11196657, 10005209, 10011913, 10002907, 11387377, 10070856, 12743300, 10057039, 12324491, 11144895, 25826657, 11202683, 10002944, 10011828, 12763938, 12593911, 10023207, 11204938, 11128785]","5,654,745","[GI surgery, Primary care facilities]","Gen Surg. Cedars Sinai Medical Center Los Angeles and Saint Johns Health Center Santa Monica, CA. Certified by Am Bd Surgery, Fellow ACS. Fluent in Japanese, Director Nippon Medical Clinic. Principal, Uyeda Law Office, Member CA State Bar. Medical malpractice and medicolegal issues.","[Dr. Uyeda is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Uyeda is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Uyeda is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, I am grateful for this doctor this Thanksgiving!, I am grateful for this doctor this Thanksgiving!, Give answeres in good way]",19,General Surgery,"2,420","[Dizziness, Headache, Neoplasms, Golf, Vertigo]",Is it normal for a right temporal lobe tumor the size of a golf ball to cause dizziness and bad headaches?
It can If you have a tumor in any part of the brain it occupies space in an area were space is limited and expansion minimal. Thus a tumor would take space normally occupied by normal brain tissue and that brain tissue has very little room to move since the skull is essentially a closed cavity. Is this tumor operable? Is it growing? You must discuss with your doctor because it can cause your symptoms.,1745514,1,1286292,12384517,"1,527","New York Institute of Technology New York College of Osteopathic Medicine, NY",30years,"[7401832, 10014441, 10052978, 7430770, 11195338, 10054675, 10523999, 10005498, 11503571, 11183952, 11499250, 10040212, 11365213, 11775371, 11755506, 12543305, 12709733, 12456431, 12647808, 10006514]","1,735,433","[Acne, Laser tattoo removal, Botox, Dermal Fillers, Anesthesiology]","Aesthetic Medicine involving laser Tattoo Removal and Non Invasive body contouring. Injectables such as Botox , Radiesse & Juvederm are also extensively employed. New filler Bolletero for lip lines. Vi peel for rejuvenation pore reduction and Acne Laser Acne therapy","[Dr. Messina is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Messina is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",6,Aesthetic Medicine,417,"[Dizziness, Headache, Neoplasms, Golf, Vertigo]",Is it normal for a right temporal lobe tumor the size of a golf ball to cause dizziness and bad headaches?
"Commonly associated It is not normal to have headaches and dizziness, but these symptoms are frequently encountered in brain tumor. Nausea, vomiting, weakness, malaise, visual field deficit are other symptoms that can accompany brain tumor. Surrounding brain swelling or edema can make these symptoms worse and they will often improve with a course of steroids orally or iv. After appropriate imaging biopsy or resec.",1745370,0,1286292,12680462,3,,,"[10004465, 7153538, 7340202, 9251418, 9258221, 8063208, 7092570]","20,174","[Plagiocephaly, Craniosynostosis, Spinal Dysraphism, Tethered cord, Brain tumor]",I have had fellowship training in pediatric neurosurgery and have been doing general neurosurgery over the last 5 years.,"[Dr. Knierim is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Knierim is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",,Neurosurgery,5,"[Dizziness, Headache, Neoplasms, Golf, Vertigo]",Is it normal for a right temporal lobe tumor the size of a golf ball to cause dizziness and bad headaches?
Biopsy Dermatologists are your best bet. Have they considered doing a biopsy?,1757236,3,1292429,12667465,69,,,,"57,856",[Preventive medicine],,"[Dr. Nazario is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Nazario is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",1,Internal Medicine and Pediatrics,18,"[Psoriasis, Steroids]",Itchy pink blotches on scalp for 3 weeks. Dermatologists don't think it's psoriasis & it doesn't really look like psoriasis. Have used steroid cream for 2 weeks but it hasn't changed. What could it be
"Photo? Without a picture. It is impossible to diagnose. This could be an irriation, inflammation, infective, hives r a skin condition. Get a checkup.",1755278,1,1292429,12423832,"11,665","Autonomous University of Guadalajara Faculty of Medicine, Mexico",42years,"[10000408, 10013299, 12543253, 12770019, 11061343, 10014642, 10011998, 11208135, 11109271, 10005209, 12653404, 10074501, 11195338, 12735463, 20596297, 12790320, 10053027, 12653432, 10005184, 12708459]","18,096,298","[Dizziness, Back pain, Allergies, Blistering, Diabetes Type 2, Depression, Amoxil, Anxiety disorder, Asthma, Streptococcal infection, Aerobic Exercise, Depression in adults, Telemedicine, Essential hypertension, Primary care facilities]","I enjoy travel, sports, excercise. leisure reading and learning to play my guitar.","[Dr Miller is consistently helpful to patients and colleagues. He has an excellent fund of medical knowledge and his answers are alway clear, concise and helpful. We are fortunate to have him as part of the health tap community., I recommend Dr. Miller, very dedicated and great doctor. He provides very good care to his patients and offers useful and assertive answers to their questions. Caring and thoughtful., I would like to welcome Dr. Miller to Healthtap.  He is providing an excellent service to the public through the informative and spot on responses he gives. I endorse Dr. Miller., Dr. Miller cares deeply for his patients. He is current in his knowledge and skills, and reads voraciously on new medical research. I recommend his advice without reservation!, Dr Philip Miller is an excellent physician very knowledgeable,passionate and on the top of his field he is a great value to the peolpe of  FL and to the family of health tap, Dr. Miller is well connected to the world of medicine, sharing his advice and expertise to benefit others in need. I highly recommend him.

Dr. Jeffrey Bassman]",73,Family Medicine,"4,385","[Psoriasis, Steroids]",Itchy pink blotches on scalp for 3 weeks. Dermatologists don't think it's psoriasis & it doesn't really look like psoriasis. Have used steroid cream for 2 weeks but it hasn't changed. What could it be
Contact dernatitis Send us a picture.,1757251,0,1292429,12692387,339,"null University of Karachi, Dow Medical College, Pakistan",25years,"[10045171, 10013875, 12324491, 12448499, 20596297, 10056217, 11061343, 10532317, 11125645, 10011913, 12735463, 10000414, 10000094, 11885554, 11199337, 12697827, 10528286, 11503572, 12068546, 10070347]","385,290","[Surgery, Internal medicine, Alcoholism, Addiction medicine, Pediatrics]",Hi I am a dual specialist specializing in Internal Medicine and Pediatrics I have a special interest in addiction medicine as well,"[Dr. Shaikh is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Shaikh is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",2,Internal Medicine,124,"[Psoriasis, Steroids]",Itchy pink blotches on scalp for 3 weeks. Dermatologists don't think it's psoriasis & it doesn't really look like psoriasis. Have used steroid cream for 2 weeks but it hasn't changed. What could it be
"I have no idea Hi. It's not a hyperactive nodule. ..we know that from the TSH. I'd go straight to an FNA. The scan will show a ""cold"" nodule, which we already know it is, and will not help differentiate benign from cancer. FNA cytology (hopefully with gene testing) is all you need at this point. Good luck.",1898736,4,1293657,12621090,"6,209","UC San Diego School of Medicine, CA",25years,"[12515330, 11195338, 11050720, 12763938, 12770019, 12653404, 12754694, 12756606, 10532317, 12743300, 11194676, 12790320, 11168851, 12716366, 25835273, 12593911, 11189779, 12735463, 11885956, 10049366]","5,490,191",,"I love science and endocrinology, and apply my knowledge of science and the human condition to patient care to the best of my ability. I am the proud father of two wonderful grown children, a daughter who's a physician in California, and a son who's a geologist in Hawai'i. I have the best girlfriend in the world, but we live two states apart (but that will change). I live with my wonderful Chesapeake Bay Retriever, Bert. We rescued each other. I have had type 1 diabetes since youth, and have no complications thanks to diligent control. I have a problem feeling insulin-induced hypoglycemia, but my life was made tremendously safer when I started using continuous glucose monitoring. I am very active intellectually & physically. For those of you who care (and no one should), I'm atheist.","[Dr. Knecht is always ""spot on"" with his endocrine expertise.  He is a valuable asset to Healthtap and his caring patient attitude to second to none.  His patients are privileged to have his care., Great answers. Thank you!]",28,Endocrinology,"1,399","[Asymptomatic, Nodule, Fine needle aspiration, Thyroid stimulating hormone]","Tsh level 5.58, no symptoms, u/s found 1cm subtle hypoechoic nodule w/increased peripheral vascularity.  Pcp ordered rai uptake scan before fna.  Why?"
Hypothyroid Will need thyroid replacement and need the FNA.,1898979,1,1293657,11885554,"16,052","University of Toledo College of Medicine, OH",32years,"[7569692, 7401832, 10038868, 10071091, 11447928, 10056546, 11193644, 11050720, 11126794, 10073610, 10014830, 10052334, 10014441, 12770019, 11387377, 12653404, 10004448, 10013293, 11204938, 10052353]","18,555,109","[Diabetes, Women's health, Hyperlipidemia, hypertension]",family practice and deal with all types of problems,"[I have been impressed with Dr. Minich pointed answers with knowledge, depth, wit, and kindness. So, I highly recommend her to anyone looking for care / service from her specialty without reservation. 

(James) Chin-Ti Lin, M.D., Dr. Minich is a dedicated doctor, who has been actively answering complex medical questions with compassion, and insight. She provides practical and solutions  and recommendations for patients. Great HealthTeam Expert., I highly endorse Dr. Diane Mimich as an expert in her field and as an asset to the HealthTap community of experts. She is knowledgeable, insightful and empathetic. I think that she is an asset  to our physician panel., I have learned a great deal from Dr. Minich here on HealthTap and have learned a great deal from her thoughtful, expert, and helpful answers to her patients. I look forward to learning more from her!, I recommend Dr. Minich. She is providing a valuable service to the public via healthtap. She provides sensible, accurate and respectful input. I endorse Dr. Minich., Dr. Minich is an extremely knowledgeable physician who obviously care greatly for her patients and their health. She is a terrific asset to the Healthtap community!]",56,Family Medicine,"3,086","[Asymptomatic, Nodule, Fine needle aspiration, Thyroid stimulating hormone]","Tsh level 5.58, no symptoms, u/s found 1cm subtle hypoechoic nodule w/increased peripheral vascularity.  Pcp ordered rai uptake scan before fna.  Why?"
Hot/cold nodule To differentiate hot vs cold nodule.,1755583,0,1293657,10013996,"5,567","SCB Medical College, INDIA",32years,"[12754694, 10530715, 11447928, 11079326, 12448499, 12790320, 12743300, 10002956, 11201824, 11499112, 12763938, 12716366, 26076779, 12456431, 12593911, 11189779, 10072614, 10527934, 10009424, 12775845]","10,539,635","[Hemorrhoids, Backaches]","Trained In Millard Fillmore Hospital Buffalo, SUNY. have bee in patient care since 1989. Originally from India, emigrated in 1987. presently in practice with a great family practitioner, enjoy everyday making a difference for the patients......","[Great doctor. Consistently gives thoughtful, insightful and expert advice.]",37,Internal Medicine,"2,577","[Asymptomatic, Nodule, Fine needle aspiration, Thyroid stimulating hormone]","Tsh level 5.58, no symptoms, u/s found 1cm subtle hypoechoic nodule w/increased peripheral vascularity.  Pcp ordered rai uptake scan before fna.  Why?"
"Read preop papers If you are having septorhinoplasty soon, the I assume you have schedulled for surgery. If so, recommend reading all the preoperative and post op. instructions and familiarize yourself with this surgery so that you know what to expect.",2082646,2,1301038,12131001,43,"Western University of Health Sciences College of Osteopathic Medicine of the Pacific, CA",26years,,"15,178","[Rhinoplasty, Facial implant, Revision rhinoplasty, Body contouring, Facelift]",,"[Dr. Tavoussi is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Tavoussi is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",,Facial Plastic Surgery,3,[Septoplasty],What to do if i'm getting a septoplasty and turbinectomy soon. Advice or comments?
Rest Just rest and stay hydrated. The surgeon will place a packing in the nose with a splint so you cant breathe through the nose for a few das until they remove the packing. It feels weird but not painful. Take the pain meds as needed for afew days and don't pull on the packing. After avoid heavy sneezing through the nose for a few days you will be fine,1844159,0,1301038,12384517,"1,527","New York Institute of Technology New York College of Osteopathic Medicine, NY",30years,"[7401832, 10014441, 10052978, 7430770, 11195338, 10054675, 10523999, 10005498, 11503571, 11183952, 11499250, 10040212, 11365213, 11775371, 11755506, 12543305, 12709733, 12456431, 12647808, 10006514]","1,735,433","[Acne, Laser tattoo removal, Botox, Dermal Fillers, Anesthesiology]","Aesthetic Medicine involving laser Tattoo Removal and Non Invasive body contouring. Injectables such as Botox , Radiesse & Juvederm are also extensively employed. New filler Bolletero for lip lines. Vi peel for rejuvenation pore reduction and Acne Laser Acne therapy","[Dr. Messina is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Messina is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",6,Aesthetic Medicine,417,[Septoplasty],What to do if i'm getting a septoplasty and turbinectomy soon. Advice or comments?
"Septoplasty pre-op If you will have septoplasty soon, please follow your surgeon's pre-op advice. It is important to stay away from aspirin containing products and NSAIDS to prevent unnecessary bleeding before and after the procedure.",1844364,0,1301038,12735499,"4,672","State University of New York Downstate Medical Center College of Medicine State University of New York Downstate Medical Center College of Medicine, NY null",19years,"[10040183, 11889558, 10530715, 10003048, 11208135, 10019047, 11183703, 10049331, 20596297, 12229824, 12790320, 11194676, 11125609, 12743300, 11125605, 12763938, 12754694, 12735499, 10000422, 12716366]","3,787,635","[Deviated nasal septum, Facelift, Septoplasty, Facial plastic surgery, Botox, ENT and head and neck surgery, Dermal Fillers, Deviated septum surgery, Eye lift, Neck lift, Brow lift, Mini lift, Revision rhinoplasty, Constipation, Rhinoplasty, Rhinoplasty, Asian American health, Asian eyelid surgery, Blepharoplasty]",I am a double board certified facial plastic and reconstructive surgeon. My board certifications are in Otolaryngology Head and Neck Surgery and in Facial Plastic Surgery.,"[Thank you so much for your input benefiting not just the patients but other health care providers!  I appreciate you!, I recommend Dr. Galli for your facial plastic surgery issues., A fantastic physician who really cares for her patients., Great Doc!!!]",4,Facial Plastic Surgery,420,[Septoplasty],What to do if i'm getting a septoplasty and turbinectomy soon. Advice or comments?
"No OTC There are otc treat. Probiotics such as probalac are effective. Natural ingredients like boric acid has been used to treat BV suppository or douche also vitamin combinations products such as with a, c, d, and others. Also omega-3 fa. Prescription therapy include Clindamycin vaginal gel or Metronidazole vaginal gel or oral tablets.",197485,2,130762,10050043,"1,576","Meharry Medical College School of Medicine, TN",32years,"[10014344, 10071091, 10075023, 10014299, 10005278, 11196657, 10000201, 10045171, 10007201, 12737568, 11205260, 10054562, 10002868, 10056792, 10015025, 12647733, 10055693, 10071223, 10005251, 10050100]","844,254","[Abortion, Post delivery contraception]","Judy Washington MD is the Medical Director for Student Health at New Jersey Institute of Technology in Newark. Prior to taking this position she was the Medical Director of Women and Family Health in Brooklyn and Assistant Director for the Mountainside Family Practice Associates Family Medicine Residency Program. Dr. Washington has been a member of STFM since 1996 when she left private practice to join the faculty of the East TN State – Chattanooga Memorial Hospital Family Medicine Residency. After the Chattanooga program was closed due to state funding, she joined the faculty at UMDNJ-New Jersey Medical School in Newark as assistant Family Medicine Clerkship Director and assistant Director of Medical Student Education. After assuming the Clerkship Director position, she was also appointed Chair of the Clinical Curriculum Committee for the medical school. While at NJ Medical School, she worked with the department to improve preceptor education and provide evidence-based medicine training and resources to each community preceptor. Dr. Washington is a graduate of Meharry Medical College in Nashville, TN. She completed her training in Family Medicine at the Mountainside Family Medicine Residency Program in Verona NJ. She spent six years in private practice after residency in a rural community on the Eastern Shore of Maryland. Dr. Washington has multiple interests that include yoga, running and meditation.","[Hello Dear,
my name is Jenifer,
I am, very happy to contact you today
and i wish to be in good relationship and partnership with you,
also i will be very happy if you can reply me
through my private ID for my details,

< jeniferpeterson2@yahoo.com >

Thanks
Jenifer

< jeniferpeterson2 /@/y/a/h/o/o/./c/o/m >, Dr. WASHINGTON is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. WASHINGTON is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Thorough, to the point and very helpful, great advice, good]",2,Family Medicine,522,"[Yeast infection, Bacterial infection of the vagina, Noticeable vaginal odor, Vitamin deficiency, Cleocin, Metronidazole, Female health, Candida, Yeast, Clindamycin]","Burning irritation, itchy, mild fishy vaginal odor with very little clear discharge...Could it be a yeast infection or BV or what? What OTC meds work?"
"Probably BV Bacterial vaginosis is most likely. Yeast infections tend to cause irritation with a thicker, cottage cheese like discharge and a yeasty or bread-like odor. Bv causes a thinner, grey discharge with a typical bad or fishy odor. Monistat 3-day will treat yeast and is over the counter. There is no over the counter treatment for bv. It is typically treated with flagyl.",197611,1,130762,10073341,23,"Wayne State University School of Medicine, MI",18years,"[9081780, 9043358, 9043289, 9088173, 9088540, 9042692, 12693567]","7,827",,,"[Dr. Sibson is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Sibson is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",,Obstetrics and Gynecology,23,"[Yeast infection, Bacterial infection of the vagina, Noticeable vaginal odor, Vitamin deficiency, Cleocin, Metronidazole, Female health, Candida, Yeast, Clindamycin]","Burning irritation, itchy, mild fishy vaginal odor with very little clear discharge...Could it be a yeast infection or BV or what? What OTC meds work?"
"Bacterial Vaginosis? Sounds like bacterial vaginosis, aka ""gardnerella. "" it's not an std, but an overgrowth of intestinal bacteria. No otc meds that i know of; responds well to vaginal Metronidazole or clindamycin. You might try gentle douching with white vinegar (1 tbsp to 12 oz water), plus ""pro-b probiotic feminine supplements; if not better- see your ob/gyn.",197613,0,130762,10073335,4,Wayne State University,47years,"[10071223, 7323603, 7017806, 7096846, 7649610, 7161762, 7179804, 7002318, 7002631, 7477746, 7477733, 7596264, 7005989, 7301152, 7126075, 7362756, 7423826, 7542773, 7246282, 7724552]","15,577",,,"[Dr. Goodman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Goodman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",1,Gynecology,39,"[Yeast infection, Bacterial infection of the vagina, Noticeable vaginal odor, Vitamin deficiency, Cleocin, Metronidazole, Female health, Candida, Yeast, Clindamycin]","Burning irritation, itchy, mild fishy vaginal odor with very little clear discharge...Could it be a yeast infection or BV or what? What OTC meds work?"
